query_id,category,question,expected_answer,generated_answer,response_time(sec),retrieved_source_count,retrieved_sources
33,Diagnosis,Can Parkinson's disease be diagnosed without imaging?,Yes. Most patients are diagnosed clinically based on symptoms and neurological examination without requiring brain imaging.,"Yes, Parkinson's disease (PD) remains a clinical diagnosis with no diagnostic test, and a definitive diagnosis is only possible postmortem. Imaging techniques like MRI should not be routinely applied in the diagnosis of idiopathic Parkinson's disease. While some imaging, such as MRI, can help rule out other conditions, and a DaTscan may help confirm a Parkinson's diagnosis if there is uncertainty, these are used in specific scenarios and only once the clinical phenotype has been established.",2.51,5,data\Parkinson_Disease\research_papers\non_motor_symptoms\nihms-1544448.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf
34,Diagnosis,What is the MDS diagnostic criteria?,"The Movement Disorder Society (MDS) Clinical Diagnostic Criteria provide standardized guidelines for diagnosing Parkinson's disease using clinical features, exclusion criteria, and supportive findings.","In 2015, the MDS clinical diagnostic criteria for PD were introduced. These criteria first require determining the presence of parkinsonism, defined as bradykinesia plus rigidity or rest tremor. Following this, two levels of diagnostic certainty are proposed:

1.  **Clinically established PD:** This is based on the absence of absolute exclusion criteria, the presence of two or more supportive criteria, and no red flags.
2.  **Probable PD:** This is based on the absence of absolute exclusion criteria and the presence of red flags counterbalanced by supportive criteria. Specifically, one supportive criterion is required for one red flag, and two or more supportive criteria are needed for two red flags. More than two red flags are not allowed.",2.71,5,data\Parkinson_Disease\research_papers\pathogenesis\Biomarkers.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Biomarkers.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\10.1177_03000605241304646.pdf
35,Diagnosis,How long does diagnosis take?,"The time required for diagnosis varies depending on symptom progression, clinical evaluation, and the need to exclude other neurological disorders.",I could not find sufficient information in the provided documents.,2.97,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\research_papers\non_motor_symptoms\10.1177_03000605241304646.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\AI_in_PD\fnagi-17-1638340.pdf | data\Parkinson_Disease\review_articles\fnagi-17-1638340.pdf
36,Diagnosis,Can Parkinson's disease mimic other diseases?,Yes. Parkinson's disease may resemble several neurological disorders collectively known as Parkinsonian syndromes.,"Yes, Parkinson's disease can mimic other diseases. There is no consistently reliable test that can distinguish Parkinson's disease from other conditions that have a similar clinical presentation. The symptoms of parkinsonism, which are characteristic of Parkinson's disease, are not always a result of Parkinson's disease and can be caused by other factors such as side effects of medicines, vascular disease, and less common degenerative conditions. The differential diagnosis of PD is broad, including many rare causes of parkinsonism.",2.66,5,data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\guidelines\NICE\parkinsons-disease-in-adults-pdf-NICE-Guideline.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms and causes - Mayo Clinic.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf
37,Diagnosis,What diseases resemble Parkinson's disease?,"Conditions such as Multiple System Atrophy (MSA), Progressive Supranuclear Palsy (PSP), Corticobasal Degeneration (CBD), Essential Tremor, and Drug-induced Parkinsonism can resemble Parkinson's disease.","The symptoms of parkinsonism, which resemble Parkinson's disease, can be caused by conditions other than Parkinson's disease. These include side effects of medicines, vascular disease, and less common degenerative conditions. ""Atherosclerotic parkinsonism"" is also mentioned as a Parkinson-like syndrome.",3.16,5,data\Parkinson_Disease\guidelines\NICE\parkinsons-disease-in-adults-pdf-NICE-Guideline.pdf | data\Parkinson_Disease\research_papers\diagnosis\10-1055-s-0043-1777775.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\guidelines\NINDS-NIH\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf
38,Diagnosis,Can Parkinson's disease be diagnosed in young adults?,"Yes. Although uncommon, Young-Onset Parkinson's Disease can occur before the age of 50 and is often associated with genetic factors.","PD can be diagnosed over a wide age range, and young-onset PD, defined as manifestation of the disease before approximately 45 years, accounts for a small minority of cases.",1.99,5,data\Parkinson_Disease\guidelines\WHO\content WHO-Guidelines.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1907958_genetics.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf
39,Diagnosis,Can biomarkers help diagnose Parkinson's disease?,"Biomarkers show promise for improving diagnosis, but no biomarker has yet become a definitive clinical diagnostic test.","Yes, biomarkers can help diagnose Parkinson's disease. The context states that promising biomarker candidates could ""enhance differential diagnostic accuracy in established clinical parkinsonism"" and that ""pre-diagnostic stages of Parkinson’s disease will only be diagnosed through biomarkers."" Biomarkers can also help identify people at-risk and in the prodromal stages of the disease.",2.52,5,data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf | data\Parkinson_Disease\research_papers\biomarkers\12264_2017_Article_183.pdf | data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf
40,Diagnosis,What is the gold standard for Parkinson's diagnosis?,"There is no single gold standard test during life. Clinical evaluation by an experienced neurologist remains the primary method of diagnosis, while pathological examination after death provides definitive confirmation.",I could not find sufficient information in the provided documents.,2.87,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\research_papers\diagnosis\nihms-1697463_biomarkers.pdf | data\Parkinson_Disease\research_papers\genetics\nihms-1697463_genetics.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf
41,Treatment,What is the treatment for Parkinson's disease?,"Treatment includes medications, regular exercise, rehabilitation therapies, lifestyle modifications, and in selected patients, Deep Brain Stimulation surgery. The goal is to control symptoms and improve quality of life.","There is no cure for Parkinson's disease, but therapies including medicines, surgery, and rehabilitation can reduce symptoms. The goal of treatment is to help manage symptoms.

Levodopa/carbidopa, a combination medicine that increases the amount of dopamine in the brain, is the most common and effective medication for improving symptoms, functioning, and quality of life. Doctors may also use other medicines. Medical management predominantly focuses on controlling motor symptoms using drugs, particularly dopaminergic drugs designed to replace the action of dopamine in the depleted striatum or drugs that are metabolized to dopamine. Rehabilitation can also help improve functioning and quality of life for people with PD.",4.04,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\guidelines\WHO\Parkinson disease WEB.pdf | data\Parkinson_Disease\guidelines\WHO\Parkinson disease WEB.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf
42,Treatment,Can Parkinson's disease be cured?,"No. Parkinson's disease currently has no cure. Available treatments help manage symptoms, improve daily functioning, and enhance quality of life.","Although Parkinson's disease can't be cured, medicines may help symptoms get better. There is no cure, but therapies and medicines can reduce symptoms.",2.19,5,data\Parkinson_Disease\patient_education\Parkinson's disease - Symptoms and causes - Mayo Clinic.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\guidelines\WHO\Parkinson disease WEB.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf
43,Treatment,What medications are used for Parkinson's disease?,"Common medications include Levodopa-Carbidopa, dopamine agonists, MAO-B inhibitors, COMT inhibitors, and amantadine, depending on the patient's symptoms and disease stage.","Medications used for Parkinson's disease include:
*   Levodopa (often in combination with carbidopa)
*   Dopamine agonists
*   Monoamine oxidase-B (MAO-B) inhibitors (also referred to as MAOIs)
*   Anticholinergics (such as trihexyphenidyl and benztropine)
*   Amantadine
*   COMT inhibitors (COMTIs)
*   Istradefylline",2.52,5,data\Parkinson_Disease\patient_education\Parkinson's disease - Treatment - NHS.pdf | data\Parkinson_Disease\patient_education\Parkinson's disease - Treatment - NHS.pdf | data\Parkinson_Disease\guidelines\WHO\Parkinson disease WEB.pdf | data\Parkinson_Disease\review_articles\795.full.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\hospital-safety-guide-april-2026.pdf
44,Treatment,What is Levodopa?,Levodopa is the most effective medication for Parkinson's disease. It is converted into dopamine in the brain to improve motor symptoms.,"Levodopa is a medication that most people with Parkinson's disease eventually need. It is absorbed by nerve cells in the brain and converted into dopamine, a chemical used to transmit messages between parts of the brain and nerves that control movement. Increasing dopamine levels with levodopa usually improves movement problems.",2.08,5,data\Parkinson_Disease\patient_education\Parkinson's disease - Treatment - NHS.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\review_articles\795.full.pdf
45,Treatment,How effective is Levodopa?,"Levodopa is highly effective in reducing tremor, rigidity, and bradykinesia, particularly during the early and middle stages of Parkinson's disease.","Levodopa CR is most frequently used to address overnight wearing-off. A new formulation of levodopa-carbidopa, IPX066, has shown to be a useful treatment for patients with Parkinson's disease who have motor fluctuations, with potential benefits including decreased off-time of about 1 hour and reduced levodopa dosing frequency. Studies note that this decrease in daily 'off' time is modest and may be comparable to other add-on oral therapies. The duration of benefit from each dose of levodopa may be enhanced by blocking dopamine metabolism with MAOIs or COMTIs, or by adding dopamine agonists or extended-release preparations of amantadine. Inhalable levodopa powder, approved as a 'rescue' from off periods, can reverse parkinsonian symptoms within 10–30 minutes.",5.0,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Medications_Movement_Symptoms_1225.pdf | data\Parkinson_Disease\foundation_resources\Parkinson_Foundation\Medications_Movement_Symptoms_1225.pdf | data\Parkinson_Disease\review_articles\795.full.pdf | data\Parkinson_Disease\review_articles\795.full.pdf
